12044787900912179135,老人跑火车轨道上行走，众人着急喊其靠边，目击者：火车减速等待,haokan 没有简介,4870次播放,haokan 没有频道
8474975156306847177,货车拉上千只狗被市民截停，官方回应：狗没有检疫证明，正在调查,haokan 没有简介,1748次播放,haokan 没有频道
8124860329860649270,男子骑摩托投毒偷狗被拍下全程，狗主人发现毒狗“饵料”：已报警,haokan 没有简介,6164次播放,haokan 没有频道
13970017207721920642,许昌通报酒驾被查男子自称纪委：违规饮酒帮人说情，留党察看一年、撤职,haokan 没有简介,1.4万次播放,haokan 没有频道
10181684851484278141,触目惊心！轿车追尾半挂车严重变形，情侣俩被困,haokan 没有简介,9.9万次播放,haokan 没有频道
6881499675299249366,男子酒后殴打他人,haokan 没有简介,288次播放,haokan 没有频道
5546765767744370513,男子酒驾犯困撞爆消防栓 高速隧道秒变“水帘洞”,haokan 没有简介,293次播放,haokan 没有频道
17544423368322312949,历史总是惊人的相似之《德国的新赛季》,haokan 没有简介,88万次播放,haokan 没有频道
16013430805600405183,这样在马路上漫步，下一秒惨剧瞬间发生了！宿迁交警,haokan 没有简介,7.6万次播放,haokan 没有频道
10151743800822807172,小车驾驶员高速变道“见缝插针”，网友：憋着气看完整个视频 山河视频,haokan 没有简介,6.5万次播放,haokan 没有频道
9006002341673939924,中东为何叫中东？包括哪些国家？4分钟带你了解中东局势,haokan 没有简介,51万次播放,haokan 没有频道
12340444255267606958,中东，指哪些国家？为何长期战乱动荡？,haokan 没有简介,3.5万次播放,haokan 没有频道
8924190951061211006,中东地区，比较厉害的5个国家，谁才是第一强国呢,haokan 没有简介,107万次播放,haokan 没有频道
17410304331724449387,中东地区，地理位置有多重要，为何是兵家必争之地,haokan 没有简介,3.8万次播放,haokan 没有频道
7916068466692256631,中东大战来了！十几国下场，伊朗无路可走，一通求救电话打到北京,haokan 没有简介,4.3万次播放,haokan 没有频道
4877122474767172653,中东局势大乱！13国联合出手，美国要直接下场？中方紧急表态,haokan 没有简介,4.3万次播放,haokan 没有频道
1479527141440113077,中东局势要大变！沙特带头，57个国家集体出动，第一站就是中国,haokan 没有简介,5.7万次播放,haokan 没有频道
3513930331650166116,局势彻底失控！中东“新大战”一触即发？这俩国交手轰动舆论,haokan 没有简介,1.8万次播放,haokan 没有频道
10514534521500996876,中东局势要变天？第三方已经摊牌，一特殊电话响起，王毅深夜接通,haokan 没有简介,9289次播放,haokan 没有频道
8231649382699638523,以总理连夜跑路？中东局势一夜变天，美国发兵，中国拉响警报,haokan 没有简介,42万次播放,haokan 没有频道
